location,total_sqft,bath,balcony,price,bedrooms,bed_per_bath,sqft_per_bath
other,1121.0,2.0,1.0,43.72,2,1.0,560.5
7th Phase JP Nagar,1385.0,2.0,2.0,58.17,3,1.5,692.5
Sahakara Nagar,1270.0,2.0,1.0,69.85,2,1.0,635.0
Kanakpura Road,1450.0,3.0,3.0,56.0,3,1.0,483.3333333333333
Mahadevpura,730.0,1.0,1.0,35.0,1,1.0,730.0
Raja Rajeshwari Nagar,1580.0,3.0,3.0,53.56,3,1.0,526.6666666666666
Thanisandra,1111.0,2.0,1.0,50.0,2,1.0,555.5
Varthur,977.0,2.0,2.0,36.0,2,1.0,488.5
other,674.0,1.0,1.0,19.9,2,2.0,674.0
Sarjapur,2540.0,4.0,1.0,115.0,4,1.0,635.0
Jakkur,1290.0,2.0,1.0,100.0,2,1.0,645.0
Abbigere,795.0,2.0,1.0,32.54,2,1.0,397.5
Kanakpura Road,700.0,1.0,1.0,35.0,2,2.0,700.0
other,1463.0,1.0,1.0,142.0,2,2.0,1463.0
other,1306.0,2.0,2.0,58.0,3,1.5,653.0
other,2401.0,3.0,2.0,185.0,3,1.0,800.3333333333334
other,1670.0,3.0,0.0,135.0,4,1.3333333333333333,556.6666666666666
other,1200.0,3.0,1.0,90.0,3,1.0,400.0
Dodda Nekkundi,1804.0,3.0,2.0,121.0,3,1.0,601.3333333333334
Hoskote,1225.0,3.0,1.0,40.0,3,1.0,408.3333333333333
Thanisandra,1185.5,2.0,0.0,58.68,2,1.0,592.75
Bellandur,900.0,2.0,2.0,56.0,2,1.0,450.0
Binny Pete,1350.0,2.0,1.0,91.0,2,1.0,675.0
Kaggalipura,700.0,1.0,0.0,36.0,1,1.0,700.0
Mysore Road,1005.0,2.0,0.0,35.175,2,1.0,502.5
Poorna Pragna Layout,1160.0,2.0,1.0,46.39,2,1.0,580.0
other,1043.0,2.0,2.0,55.0,2,1.0,521.5
Hoskote,1200.0,4.0,1.0,120.0,4,1.0,300.0
Hebbal,1040.0,2.0,2.0,46.0,2,1.0,520.0
other,1357.0,2.0,2.0,65.0,3,1.5,678.5
other,1225.0,2.0,2.0,47.0,2,1.0,612.5
Yelachenahalli,1130.0,2.0,2.0,40.0,2,1.0,565.0
Basavangudi,2500.0,4.0,1.0,150.0,4,1.0,625.0
Sultan Palaya,1700.0,3.0,3.0,120.0,3,1.0,566.6666666666666
Doddathoguru,1549.0,3.0,2.0,65.0,3,1.0,516.3333333333334
Yeshwanthpur,1400.0,2.0,2.0,100.0,2,1.0,700.0
Dodda Nekkundi,1080.0,2.0,2.0,50.0,2,1.0,540.0
other,1180.0,2.0,2.0,100.0,2,1.0,590.0
Domlur,1800.0,3.0,2.0,150.0,3,1.0,600.0
Haralur Road,1225.0,2.0,1.0,67.38,2,1.0,612.5
other,890.0,1.0,1.0,75.0,1,1.0,890.0
Abbigere,1005.0,2.0,1.0,39.59,2,1.0,502.5
Whitefield,1320.0,2.0,1.0,95.0,2,1.0,660.0
Anandapura,1475.0,2.0,1.0,50.0,4,2.0,737.5
other,1110.0,2.0,2.0,51.0,2,1.0,555.0
other,1300.0,2.0,0.0,54.0,2,1.0,650.0
Electronic City,1128.0,2.0,1.0,65.35,2,1.0,564.0
Jakkur,1452.19,2.0,1.0,100.0,2,1.0,726.095
Banashankari,2600.0,4.0,1.0,135.0,3,0.75,650.0
Sanjay nagar,630.0,1.0,1.0,35.0,2,2.0,630.0
Hosa Road,1243.0,2.0,2.0,48.5,2,1.0,621.5
other,960.0,2.0,2.0,32.0,2,1.0,480.0
other,1690.0,3.0,2.0,100.0,3,1.0,563.3333333333334
Whitefield,735.0,2.0,1.0,35.0,2,1.0,367.5
Banaswadi,1365.0,2.0,2.0,73.0,2,1.0,682.5
Hebbal,1420.0,2.0,1.0,99.39,2,1.0,710.0
Somasundara Palya,1570.0,3.0,3.0,68.0,3,1.0,523.3333333333334
Bisuvanahalli,850.0,1.0,1.0,32.0,2,2.0,850.0
7th Phase JP Nagar,1575.0,2.0,2.0,110.0,3,1.5,787.5
Thigalarapalya,1418.0,2.0,2.0,104.0,2,1.0,709.0
Uttarahalli,1050.0,2.0,1.0,42.0,2,1.0,525.0
Hennur Road,1065.0,2.0,1.0,42.6,2,1.0,532.5
other,1340.0,3.0,0.0,90.0,3,1.0,446.6666666666667
Yelahanka New Town,1610.0,3.0,2.0,92.0,3,1.0,536.6666666666666
Electronic City Phase II,1160.0,2.0,1.0,33.5,2,1.0,580.0
Kudlu,1092.0,2.0,2.0,44.0,2,1.0,546.0
Parappana Agrahara,1194.0,2.0,2.0,47.0,2,1.0,597.0
Yelahanka,1455.0,3.0,1.0,61.5,3,1.0,485.0
Abbigere,734.0,1.0,0.0,19.82,1,1.0,734.0
other,799.0,2.0,1.0,38.0,2,1.0,399.5
Whitefield,1896.0,3.0,1.0,75.0,3,1.0,632.0
Ardendale,1100.0,2.0,1.0,48.0,2,1.0,550.0
Bellandur,1350.0,2.0,1.0,79.0,2,1.0,675.0
other,1355.0,3.0,1.0,61.0,3,1.0,451.6666666666667
Electronic City,1128.0,2.0,1.0,65.0,2,1.0,564.0
other,1350.0,2.0,0.0,90.0,2,1.0,675.0
Kasavanhalli,1493.0,3.0,2.0,82.0,3,1.0,497.6666666666667
8th Phase JP Nagar,1098.0,2.0,1.0,43.91,2,1.0,549.0
Banashankari,1900.0,2.0,1.0,170.0,3,1.5,950.0
other,1460.0,3.0,2.0,88.0,3,1.0,486.6666666666667
Horamavu Banaswadi,1600.0,5.0,3.0,140.0,5,1.0,320.0
Varthur,1091.0,2.0,1.0,32.0,2,1.0,545.5
Yelahanka,1180.0,2.0,3.0,42.0,2,1.0,590.0
Kanakpura Road,1366.0,3.0,1.0,76.85,2,0.6666666666666666,455.3333333333333
other,1685.0,3.0,2.0,95.0,3,1.0,561.6666666666666
Koramangala,1260.0,2.0,3.0,100.0,2,1.0,630.0
Whitefield,3010.0,3.0,2.0,200.0,3,1.0,1003.3333333333334
Whitefield,1346.0,2.0,1.0,96.17,2,1.0,673.0
Chandapura,630.0,1.0,0.0,13.86,1,1.0,630.0
7th Phase JP Nagar,1850.0,3.0,2.0,140.0,3,1.0,616.6666666666666
Electronic City,755.0,1.0,1.0,34.0,2,2.0,755.0
Parappana Agrahara,1194.0,2.0,2.0,46.0,2,1.0,597.0
other,800.0,1.0,0.0,52.0,1,1.0,800.0
Rachenahalli,2250.0,3.0,1.0,195.0,3,1.0,750.0
Vijayanagar,1352.0,2.0,2.0,68.0,2,1.0,676.0
Thanisandra,2002.0,3.0,2.0,112.0,3,1.0,667.3333333333334
other,4000.0,5.0,1.0,280.0,4,0.8,800.0
Kaval Byrasandra,1060.0,2.0,2.0,45.0,2,1.0,530.0
Kanakpura Road,1419.59,2.0,1.0,59.0,3,1.5,709.795
Raja Rajeshwari Nagar,1196.0,2.0,2.0,51.15,2,1.0,598.0
Electronic City,1220.0,2.0,2.0,35.24,3,1.5,610.0
Electronics City Phase 1,1595.0,3.0,2.0,75.0,3,1.0,531.6666666666666
Banashankari,1260.0,2.0,3.0,75.0,2,1.0,630.0
Hebbal,1100.0,2.0,2.0,47.0,2,1.0,550.0
Frazer Town,1550.0,2.0,2.0,140.0,2,1.0,775.0
other,1180.0,2.0,3.0,52.0,2,1.0,590.0
Electronic City,4000.0,5.0,1.0,150.0,4,0.8,800.0
Akshaya Nagar,1662.0,3.0,2.0,85.0,3,1.0,554.0
Hennur,1285.0,2.0,1.0,60.0,2,1.0,642.5
Ambedkar Nagar,1862.0,3.0,2.0,119.0,3,1.0,620.6666666666666
Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.0,2,1.0,709.5
Whitefield,1410.0,3.0,2.0,43.71,3,1.0,470.0
Raja Rajeshwari Nagar,1560.0,2.0,2.0,62.4,3,1.5,780.0
Thanisandra,1634.0,3.0,3.0,78.0,3,1.0,544.6666666666666
Whitefield,1150.0,2.0,3.0,44.0,3,1.5,575.0
Yelahanka,1616.0,3.0,1.0,65.0,3,1.0,538.6666666666666
Nagavarapalya,1392.0,2.0,1.0,99.0,2,1.0,696.0
Jakkur,1798.0,3.0,1.0,120.0,3,1.0,599.3333333333334
Babusapalaya,1675.0,3.0,3.0,75.0,3,1.0,558.3333333333334
other,792.0,2.0,1.0,70.0,2,1.0,396.0
other,2000.0,4.0,1.0,103.0,5,1.25,500.0
Hebbal,1700.0,3.0,2.0,124.0,3,1.0,566.6666666666666
Hulimavu,1248.0,2.0,1.0,69.0,2,1.0,624.0
other,1147.0,2.0,1.0,54.0,2,1.0,573.5
Sultan Palaya,1100.0,2.0,2.0,40.0,2,1.0,550.0
Vijayanagar,1527.0,3.0,2.0,115.0,3,1.0,509.0
other,2400.0,5.0,2.0,235.0,5,1.0,480.0
Kanakpura Road,525.0,1.0,1.0,25.0,1,1.0,525.0
Kaggadasapura,1100.0,2.0,3.0,58.0,2,1.0,550.0
Seegehalli,1118.0,2.0,2.0,37.5,2,1.0,559.0
Kanakapura,1476.0,3.0,1.0,75.0,3,1.0,492.0
other,2100.0,3.0,1.0,75.0,3,1.0,700.0
other,1215.0,2.0,2.0,46.5,3,1.5,607.5
Ambalipura,1332.0,2.0,1.0,79.0,2,1.0,666.0
Hennur Road,1350.0,2.0,3.0,49.0,2,1.0,675.0
Haralur Road,1243.0,2.0,2.0,46.0,2,1.0,621.5
NGR Layout,1105.0,2.0,2.0,49.73,2,1.0,552.5
Kasavanhalli,1200.0,2.0,2.0,50.0,2,1.0,600.0
Ramagondanahalli,1251.0,2.0,1.0,47.4,2,1.0,625.5
Kambipura,883.0,2.0,1.0,45.0,2,1.0,441.5
Pai Layout,1400.0,2.0,3.0,67.0,3,1.5,700.0
Hegde Nagar,1703.0,3.0,2.0,113.0,3,1.0,567.6666666666666
NRI Layout,2500.0,5.0,3.0,130.0,5,1.0,500.0
Jigani,933.0,2.0,2.0,43.0,2,1.0,466.5
other,461.82,1.0,1.0,31.7,1,1.0,461.82
Brookefield,1262.0,2.0,1.0,75.0,2,1.0,631.0
Yelahanka,915.0,2.0,2.0,48.0,2,1.0,457.5
Panathur,1370.0,2.0,2.0,61.5,3,1.5,685.0
Malleshpalya,1210.0,2.0,3.0,55.0,2,1.0,605.0
other,1500.0,2.0,0.0,85.0,3,1.5,750.0
other,1065.0,2.0,3.0,50.0,2,1.0,532.5
Ramamurthy Nagar,1515.0,3.0,3.0,65.0,3,1.0,505.0
Thanisandra,1445.0,2.0,3.0,40.31,3,1.5,722.5
Uttarahalli,1300.0,2.0,1.0,55.0,3,1.5,650.0
Vijayanagar,989.0,2.0,0.0,60.0,2,1.0,494.5
Jakkur,1300.0,2.0,1.0,85.0,2,1.0,650.0
Chandapura,1185.0,2.0,2.0,30.22,3,1.5,592.5
Marathahalli,1045.0,2.0,3.0,60.0,2,1.0,522.5
other,1205.0,2.0,2.0,42.18,2,1.0,602.5
other,1260.0,2.0,1.0,75.0,2,1.0,630.0
other,1500.0,2.0,2.0,125.0,3,1.5,750.0
Bommanahalli,1250.0,2.0,2.0,42.5,3,1.5,625.0
other,1199.0,2.0,2.0,50.0,2,1.0,599.5
Hennur Road,1385.0,2.0,1.0,83.09,2,1.0,692.5
Lakshminarayana Pura,1149.0,2.0,1.0,75.0,2,1.0,574.5
Sarjapur  Road,2180.0,3.0,2.0,170.0,3,1.0,726.6666666666666
Hulimavu,1818.0,3.0,1.0,135.0,3,1.0,606.0
other,1070.0,2.0,2.0,33.0,2,1.0,535.0
Nagarbhavi,1350.0,2.0,2.0,54.6,3,1.5,675.0
Chandapura,630.0,1.0,1.0,27.0,2,2.0,630.0
Hoodi,1430.0,2.0,2.0,113.0,2,1.0,715.0
Nagavara,2430.0,4.0,3.0,180.0,3,0.75,607.5
Sarjapur  Road,1084.0,2.0,3.0,55.0,2,1.0,542.0
Hennur Road,1186.0,2.0,1.0,56.0,3,1.5,593.0
Kengeri,1255.0,2.0,2.0,50.0,2,1.0,627.5
Haralur Road,3400.0,5.0,3.0,240.0,4,0.8,680.0
Hosa Road,1541.0,3.0,1.0,69.84,3,1.0,513.6666666666666
Iblur Village,3596.0,5.0,1.0,282.0,4,0.8,719.2
Raja Rajeshwari Nagar,1295.0,2.0,2.0,70.0,2,1.0,647.5
7th Phase JP Nagar,1370.0,2.0,2.0,54.79,3,1.5,685.0
Electronic City,1100.0,2.0,1.0,40.0,2,1.0,550.0
7th Phase JP Nagar,1370.0,2.0,1.0,54.79,3,1.5,685.0
JP Nagar,1200.0,2.0,2.0,62.0,2,1.0,600.0
Gunjur,2000.0,3.0,0.0,95.0,4,1.3333333333333333,666.6666666666666
Sarjapur  Road,1220.0,3.0,2.0,62.0,3,1.0,406.6666666666667
other,1950.0,3.0,2.0,130.0,3,1.0,650.0
Somasundara Palya,1178.0,2.0,3.0,73.0,2,1.0,589.0
Dasanapura,1286.0,3.0,2.0,61.44,3,1.0,428.6666666666667
Begur Road,1160.0,2.0,2.0,42.0,2,1.0,580.0
Jigani,918.0,2.0,2.0,55.0,2,1.0,459.0
Electronic City,1563.0,3.0,2.0,91.84,3,1.0,521.0
other,1326.0,2.0,1.0,62.17,2,1.0,663.0
Hebbal,3960.0,5.0,3.0,386.0,4,0.8,792.0
Begur Road,1240.0,2.0,2.0,39.06,2,1.0,620.0
Kaggadasapura,1325.0,2.0,2.0,50.0,2,1.0,662.5
Sonnenahalli,1100.0,2.0,1.0,44.0,2,1.0,550.0
Gollarapalya Hosahalli,1605.0,3.0,2.0,50.0,3,1.0,535.0
Somasundara Palya,1260.0,2.0,1.0,60.0,2,1.0,630.0
Hoodi,1553.0,3.0,2.0,83.09,3,1.0,517.6666666666666
Whitefield,1280.0,2.0,2.0,52.0,2,1.0,640.0
Hebbal,1550.0,2.0,2.0,75.0,3,1.5,775.0
Arekere,1445.0,2.0,2.0,125.0,3,1.5,722.5
Murugeshpalya,1550.0,3.0,2.0,74.0,3,1.0,516.6666666666666
Electronics City Phase 1,1515.0,2.0,1.0,80.91,3,1.5,757.5
Hosa Road,1332.0,2.0,1.0,86.12,3,1.5,666.0
Electronic City,1652.0,3.0,2.0,70.0,3,1.0,550.6666666666666
Hegde Nagar,1570.0,3.0,1.0,105.0,3,1.0,523.3333333333334
Sector 2 HSR Layout,794.0,1.0,1.0,60.0,1,1.0,794.0
Seegehalli,1200.0,2.0,0.0,62.0,3,1.5,600.0
HRBR Layout,2800.0,3.0,2.0,250.0,3,1.0,933.3333333333334
Sarjapur  Road,1750.0,3.0,2.0,110.0,3,1.0,583.3333333333334
Hebbal,1053.0,2.0,1.0,48.0,2,1.0,526.5
Kanakpura Road,1100.0,3.0,2.0,53.0,3,1.0,366.6666666666667
Kadubeesanahalli,1665.0,3.0,3.0,70.0,3,1.0,555.0
Bommasandra,1447.0,3.0,2.0,80.0,3,1.0,482.3333333333333
Balagere,1012.0,2.0,1.0,75.0,2,1.0,506.0
Malleshpalya,1900.0,3.0,2.0,60.0,3,1.0,633.3333333333334
Narayanapura,1308.0,2.0,2.0,92.66,2,1.0,654.0
Hormavu,1351.0,2.0,1.0,53.0,1,0.5,675.5
Electronic City,1000.0,2.0,2.0,22.0,2,1.0,500.0
Gunjur,1140.0,2.0,2.0,49.11,2,1.0,570.0
Jakkur,3181.0,4.0,0.0,260.5,4,1.0,795.25
Uttarahalli,1250.0,2.0,1.0,55.0,3,1.5,625.0
Kanakapura,1290.0,3.0,3.0,45.15,3,1.0,430.0
Ambedkar Nagar,1424.0,2.0,2.0,90.0,2,1.0,712.0
Garudachar Palya,1320.0,2.0,2.0,60.6,3,1.5,660.0
Akshaya Nagar,1662.0,3.0,2.0,85.5,3,1.0,554.0
Begur Road,1200.0,2.0,2.0,45.0,2,1.0,600.0
Garudachar Palya,1295.0,2.0,2.0,59.5,3,1.5,647.5
Battarahalli,1777.0,3.0,2.0,100.0,3,1.0,592.3333333333334
Anandapura,1576.0,3.0,2.0,59.1,3,1.0,525.3333333333334
Sompura,1020.0,2.0,3.0,41.0,2,1.0,510.0
other,2100.0,3.0,3.0,170.0,3,1.0,700.0
Raja Rajeshwari Nagar,648.0,1.0,1.0,31.75,1,1.0,648.0
Neeladri Nagar,1167.0,2.0,1.0,38.0,3,1.5,583.5
Hoodi,1220.0,2.0,2.0,50.89,2,1.0,610.0
Vittasandra,1259.0,2.0,1.0,67.4,2,1.0,629.5
Gottigere,2000.0,4.0,2.0,82.0,4,1.0,500.0
8th Phase JP Nagar,1800.0,3.0,1.0,80.0,3,1.0,600.0
other,1991.0,3.0,2.0,160.0,3,1.0,663.6666666666666
Bannerghatta,1665.0,3.0,3.0,110.0,3,1.0,555.0
other,1234.0,2.0,1.0,61.0,2,1.0,617.0
Mysore Road,1340.0,2.0,2.0,64.31,3,1.5,670.0
Banashankari,1170.0,2.0,2.0,46.79,2,1.0,585.0
Electronics City Phase 1,995.0,2.0,0.0,46.0,2,1.0,497.5
Old Airport Road,1075.0,2.0,2.0,60.0,2,1.0,537.5
Electronic City,1025.0,2.0,1.0,54.5,2,1.0,512.5
Rachenahalli,2721.0,3.0,2.0,113.0,3,1.0,907.0
Thanisandra,2000.0,3.0,2.0,99.0,3,1.0,666.6666666666666
Whitefield,2500.0,4.0,3.0,155.0,4,1.0,625.0
Mallasandra,1325.0,2.0,2.0,70.0,2,1.0,662.5
Kadugodi,1314.0,2.0,3.0,68.2,2,1.0,657.0
Kanakpura Road,2265.0,3.0,2.0,136.0,3,1.0,755.0
Yelahanka,1026.0,2.0,1.0,41.0,2,1.0,513.0
other,1200.0,3.0,2.0,66.0,3,1.0,400.0
other,2220.0,4.0,2.0,65.0,3,0.75,555.0
KR Puram,1192.5,2.0,0.0,51.22,2,1.0,596.25
Hebbal,1420.0,2.0,1.0,99.39,2,1.0,710.0
Sarjapur  Road,1888.0,4.0,1.0,95.0,3,0.75,472.0
JP Nagar,1300.0,2.0,1.0,90.87,2,1.0,650.0
Rajaji Nagar,1216.0,2.0,0.0,97.16,2,1.0,608.0
Begur,1559.0,3.0,2.0,63.0,3,1.0,519.6666666666666
Harlur,1290.0,2.0,1.0,87.0,2,1.0,645.0
Whitefield,905.0,1.0,1.0,55.0,1,1.0,905.0
Sarjapura - Attibele Road,829.0,2.0,1.0,22.8,2,1.0,414.5
Sarjapur  Road,1300.0,3.0,2.0,60.0,3,1.0,433.3333333333333
Channasandra,1115.0,2.0,1.0,33.45,2,1.0,557.5
Ambedkar Nagar,2150.0,4.0,2.0,125.0,3,0.75,537.5
Marathahalli,1305.0,2.0,1.0,69.0,3,1.5,652.5
Kanakpura Road,1252.0,2.0,1.0,56.32,2,1.0,626.0
Whitefield,1200.0,2.0,1.0,46.13,2,1.0,600.0
Koramangala,1750.0,3.0,1.0,130.0,3,1.0,583.3333333333334
other,1375.0,2.0,1.0,105.0,2,1.0,687.5
Subramanyapura,1313.0,2.0,2.0,66.5,2,1.0,656.5
Attibele,3640.0,4.0,1.0,275.0,4,1.0,910.0
other,1693.0,3.0,2.0,108.0,3,1.0,564.3333333333334
other,1160.0,2.0,1.0,41.75,2,1.0,580.0
Subramanyapura,1255.0,2.0,2.0,79.0,3,1.5,627.5
other,900.0,2.0,1.0,45.0,2,1.0,450.0
Yelahanka New Town,1700.0,3.0,2.0,90.0,3,1.0,566.6666666666666
Indira Nagar,1875.0,3.0,1.0,180.0,3,1.0,625.0
Uttarahalli,1700.0,3.0,2.0,88.0,3,1.0,566.6666666666666
Harlur,1749.0,3.0,2.0,115.0,3,1.0,583.0
Dasanapura,1500.0,3.0,1.0,65.0,2,0.6666666666666666,500.0
other,1175.0,2.0,1.0,48.0,2,1.0,587.5
Akshaya Nagar,1280.0,2.0,1.0,60.0,2,1.0,640.0
other,1200.0,2.0,2.0,50.0,2,1.0,600.0
Ramagondanahalli,1610.0,2.0,2.0,115.0,3,1.5,805.0
Electronic City,1070.0,2.0,1.0,46.0,2,1.0,535.0
TC Palaya,1200.0,2.0,0.0,66.0,2,1.0,600.0
9th Phase JP Nagar,1127.0,2.0,1.0,50.0,2,1.0,563.5
Indira Nagar,1210.0,2.0,1.0,102.0,2,1.0,605.0
other,600.0,2.0,1.0,23.0,2,1.0,300.0
other,1364.0,2.0,2.0,70.0,2,1.0,682.0
Whitefield,2268.0,3.0,0.0,146.0,4,1.3333333333333333,756.0
other,1150.0,2.0,2.0,77.5,3,1.5,575.0
other,1146.0,2.0,1.0,39.5,2,1.0,573.0
Magadi Road,1345.0,2.0,2.0,55.0,2,1.0,672.5
other,1110.0,2.0,2.0,41.0,2,1.0,555.0
Kengeri,750.0,2.0,1.0,36.0,2,1.0,375.0
other,1156.0,2.0,2.0,49.5,2,1.0,578.0
Pattandur Agrahara,1247.0,2.0,1.0,59.8,2,1.0,623.5
other,1058.0,2.0,2.0,60.0,2,1.0,529.0
Kaggalipura,950.0,2.0,1.0,48.0,2,1.0,475.0
Vijayanagar,1520.0,2.0,1.0,103.0,3,1.5,760.0
Marathahalli,1215.0,2.0,2.0,58.86,2,1.0,607.5
other,900.0,1.0,1.0,30.0,1,1.0,900.0
Hennur Road,2350.0,3.0,2.0,174.0,3,1.0,783.3333333333334
Thanisandra,1050.0,2.0,2.0,46.0,2,1.0,525.0
other,1672.0,3.0,2.0,150.0,3,1.0,557.3333333333334
other,2800.0,5.0,2.0,125.0,5,1.0,560.0
other,1500.0,2.0,2.0,65.0,3,1.5,750.0
other,1400.0,2.0,2.0,65.0,2,1.0,700.0
8th Phase JP Nagar,2700.0,4.0,2.0,130.0,4,1.0,675.0
Bommasandra,920.0,2.0,1.0,37.46,2,1.0,460.0
Sarjapur  Road,1200.0,3.0,2.0,70.0,3,1.0,400.0
HSR Layout,1140.0,2.0,2.0,46.0,2,1.0,570.0
Haralur Road,1464.0,2.0,2.0,56.0,2,1.0,732.0
other,1468.0,3.0,2.0,130.0,2,0.6666666666666666,489.3333333333333
Electronics City Phase 1,1555.0,2.0,1.0,82.0,3,1.5,777.5
Whitefield,1150.0,2.0,0.0,55.0,2,1.0,575.0
Kadubeesanahalli,970.0,2.0,1.0,35.0,2,1.0,485.0
Banashankari,2500.0,4.0,3.0,95.0,4,1.0,625.0
other,1166.0,2.0,1.0,53.0,2,1.0,583.0
Electronic City,1350.0,3.0,2.0,58.0,3,1.0,450.0
other,900.0,2.0,3.0,46.0,2,1.0,450.0
7th Phase JP Nagar,1300.0,2.0,2.0,52.0,3,1.5,650.0
other,1190.0,3.0,1.0,55.0,3,1.0,396.6666666666667
Kodichikkanahalli,1495.0,2.0,2.0,75.0,3,1.5,747.5
Indira Nagar,1224.0,2.0,2.0,105.0,2,1.0,612.0
Banashankari Stage III,1350.0,2.0,2.0,68.0,3,1.5,675.0
Green Glen Layout,940.0,2.0,1.0,56.8,2,1.0,470.0
Raja Rajeshwari Nagar,1100.0,2.0,1.0,55.0,2,1.0,550.0
Kaikondrahalli,1300.0,2.0,2.0,61.0,2,1.0,650.0
other,1480.0,2.0,0.0,145.0,3,1.5,740.0
Hoodi,1105.0,2.0,2.0,46.37,2,1.0,552.5
Sarjapur  Road,2600.0,3.0,2.0,200.0,3,1.0,866.6666666666666
Yelahanka,1517.0,3.0,2.0,76.3,3,1.0,505.6666666666667
Horamavu Banaswadi,3800.0,8.0,0.0,200.0,6,0.75,475.0
Jalahalli,1615.0,3.0,2.0,89.75,3,1.0,538.3333333333334
other,1500.0,3.0,2.0,65.0,3,1.0,500.0
Mysore Road,1082.0,3.0,1.0,50.5,3,1.0,360.6666666666667
Marathahalli,1365.0,2.0,2.0,73.0,2,1.0,682.5
Electronic City,1000.0,2.0,3.0,25.0,2,1.0,500.0
CV Raman Nagar,1392.0,2.0,1.0,98.0,2,1.0,696.0
other,1086.0,2.0,1.0,33.66,2,1.0,543.0
Hennur Road,1586.0,3.0,3.0,93.94,3,1.0,528.6666666666666
Hennur,1100.0,2.0,1.0,60.0,2,1.0,550.0
Electronic City Phase II,1065.0,2.0,1.0,30.75,2,1.0,532.5
TC Palaya,1500.0,2.0,1.0,120.0,3,1.5,750.0
7th Phase JP Nagar,1575.0,2.0,2.0,120.0,3,1.5,787.5
Hennur Road,1975.0,3.0,3.0,123.0,3,1.0,658.3333333333334
other,820.0,2.0,2.0,24.0,2,1.0,410.0
Gubbalala,1745.0,3.0,2.0,110.0,3,1.0,581.6666666666666
Nagarbhavi,1223.0,2.0,1.0,60.0,2,1.0,611.5
Ananth Nagar,1200.0,2.0,1.0,65.0,3,1.5,600.0
other,1200.0,2.0,0.0,90.0,2,1.0,600.0
Binny Pete,665.0,1.0,1.0,46.08,1,1.0,665.0
Bharathi Nagar,1351.0,2.0,2.0,70.0,2,1.0,675.5
Hebbal,1355.0,3.0,1.0,83.87,3,1.0,451.6666666666667
other,3900.0,3.0,2.0,300.0,3,1.0,1300.0
Thanisandra,1588.0,3.0,1.0,75.55,3,1.0,529.3333333333334
Amruthahalli,900.0,2.0,1.0,60.0,2,1.0,450.0
Panathur,1370.0,2.0,2.0,75.0,3,1.5,685.0
Whitefield,1500.0,3.0,1.0,71.8,3,1.0,500.0
Kanakpura Road,1100.0,3.0,2.0,53.0,3,1.0,366.6666666666667
Hoodi,1247.0,2.0,0.0,53.0,2,1.0,623.5
other,2000.0,3.0,2.0,200.0,3,1.0,666.6666666666666
Balagere,1020.07,2.0,1.0,68.38,2,1.0,510.035
other,1033.0,2.0,2.0,32.0,3,1.5,516.5
other,1460.0,2.0,3.0,73.0,3,1.5,730.0
Garudachar Palya,1150.0,2.0,2.0,52.8,2,1.0,575.0
Babusapalaya,1141.0,2.0,1.0,46.0,2,1.0,570.5
Yelahanka,2912.5,6.0,0.0,125.5,4,0.6666666666666666,485.4166666666667
Hosa Road,1665.0,2.0,3.0,125.0,3,1.5,832.5
Kanakapura,1295.0,2.0,2.0,64.0,2,1.0,647.5
Haralur Road,1230.0,2.0,1.0,78.0,2,1.0,615.0
other,1080.0,2.0,2.0,75.0,3,1.5,540.0
Kaggalipura,1000.0,2.0,1.0,60.0,2,1.0,500.0
Kaval Byrasandra,2400.0,2.0,0.0,50.0,3,1.5,1200.0
Whitefield,630.5,1.0,0.0,32.79,1,1.0,630.5
Rayasandra,1708.0,3.0,2.0,75.0,3,1.0,569.3333333333334
Thanisandra,1697.0,3.0,2.0,115.0,3,1.0,565.6666666666666
Whitefield,3537.0,5.0,3.0,210.0,4,0.8,707.4
Hosa Road,615.0,1.0,1.0,28.29,1,1.0,615.0
Banashankari,1350.0,2.0,0.0,83.0,3,1.5,675.0
Jalahalli,1083.0,2.0,1.0,32.49,2,1.0,541.5
Gottigere,1460.0,2.0,2.0,65.0,3,1.5,730.0
Babusapalaya,1084.0,2.0,1.0,58.0,2,1.0,542.0
Bommasandra,1035.0,2.0,1.0,41.43,2,1.0,517.5
other,2400.0,2.0,1.0,150.0,3,1.5,1200.0
Hosur Road,460.0,1.0,1.0,21.0,1,1.0,460.0
Whitefield,1285.0,2.0,2.0,55.9,2,1.0,642.5
Sarjapur,1200.0,3.0,2.0,78.0,3,1.0,400.0
other,1070.0,2.0,1.0,35.0,2,1.0,535.0
Hegde Nagar,1801.0,3.0,2.0,140.0,3,1.0,600.3333333333334
Whitefield,1697.0,3.0,2.0,115.0,3,1.0,565.6666666666666
AECS Layout,1199.0,2.0,2.0,65.0,2,1.0,599.5
Iblur Village,2300.0,3.0,1.0,220.0,3,1.0,766.6666666666666
Mysore Road,1340.0,2.0,3.0,64.31,3,1.5,670.0
Marathahalli,3800.0,4.0,3.0,205.0,4,1.0,950.0
other,1125.0,2.0,1.0,75.0,2,1.0,562.5
Anandapura,1200.0,2.0,1.0,67.0,2,1.0,600.0
Subramanyapura,1050.0,2.0,3.0,41.0,2,1.0,525.0
Nagarbhavi,956.0,2.0,1.0,49.0,2,1.0,478.0
